Trigger Date,Instrument,Buy/Sell,Quantity,Price,Cumulative P&L,Trigger type
CIPLA results
04/11/2019 11:15:00,NSE_CIPLA,SELL,-100,471.9,0,EN
04/11/2019 15:15:00,NSE_CIPLA,BUY,100,468.05,385,SO
06/11/2019 13:15:00,NSE_CIPLA,SELL,-100,481.8,385,EN
06/11/2019 14:15:00,NSE_CIPLA,BUY,100,472.16,1349,TP
18/11/2019 11:15:00,NSE_CIPLA,SELL,-100,462.55,1349,EN
18/11/2019 15:15:00,NSE_CIPLA,BUY,100,462,1404,SO
19/11/2019 14:15:00,NSE_CIPLA,SELL,-100,472.45,1404,EN
19/11/2019 15:15:00,NSE_CIPLA,BUY,100,472.45,1404,SO
20/11/2019 10:15:00,NSE_CIPLA,SELL,-100,473.9,1404,EN
20/11/2019 12:15:00,NSE_CIPLA,BUY,100,478.64,930,SL
21/11/2019 12:15:00,NSE_CIPLA,SELL,-100,486.85,930,EN
21/11/2019 15:15:00,NSE_CIPLA,BUY,100,485.5,1065,SO
26/11/2019 10:15:00,NSE_CIPLA,SELL,-100,485.65,1065,EN
26/11/2019 15:15:00,NSE_CIPLA,BUY,100,477.7,1860,SO
13/12/2019 10:15:00,NSE_CIPLA,SELL,-100,461.5,1860,EN
13/12/2019 15:15:00,NSE_CIPLA,BUY,100,461.2,1890,SO
16/12/2019 10:15:00,NSE_CIPLA,SELL,-100,462.45,1890,EN
16/12/2019 15:15:00,NSE_CIPLA,BUY,100,458.05,2330,SO
19/12/2019 12:15:00,NSE_CIPLA,SELL,-100,467.35,2330,EN
19/12/2019 15:15:00,NSE_CIPLA,BUY,100,468.2,2245,SO
20/12/2019 11:15:00,NSE_CIPLA,SELL,-100,472.35,2245,EN
20/12/2019 15:15:00,NSE_CIPLA,BUY,100,464.4,3040,SO
26/12/2019 09:15:00,NSE_CIPLA,SELL,-100,476.7,3040,EN
26/12/2019 15:15:00,NSE_CIPLA,BUY,100,474.45,3265,SO
27/12/2019 13:15:00,NSE_CIPLA,SELL,-100,480.9,3265,EN
27/12/2019 15:15:00,NSE_CIPLA,BUY,100,481,3255,SO
30/12/2019 09:15:00,NSE_CIPLA,SELL,-100,482.05,3255,EN
30/12/2019 15:15:00,NSE_CIPLA,BUY,100,479.75,3485,SO
