"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"21-Sep-2020","EQ","443.00","444.00","420.55","443.35","422.30","423.35","431.74","765.85","286.00",19014199,"8,209,105,297.60",214135
"18-Sep-2020","EQ","444.55","449.30","436.05","442.90","445.55","443.35","444.16","765.85","286.00",20809700,"9,242,751,606.70",166681
"17-Sep-2020","EQ","440.95","446.45","438.50","446.00","442.00","442.90","442.81","765.85","286.00",14306532,"6,335,071,351.85",123741
"16-Sep-2020","EQ","449.55","450.60","440.00","449.55","444.95","446.00","444.56","765.85","286.00",20019657,"8,900,016,188.85",152052
"15-Sep-2020","EQ","441.05","451.90","435.90","440.55","450.85","449.55","443.35","765.85","286.00",17328832,"7,682,716,861.65",158498
"14-Sep-2020","EQ","452.00","455.00","438.00","447.20","439.15","440.55","447.55","765.85","286.00",17624795,"7,887,917,074.40",166721
"11-Sep-2020","EQ","446.00","449.85","439.25","446.85","448.50","447.20","444.77","765.85","286.00",18620876,"8,281,967,576.40",212067
"10-Sep-2020","EQ","436.45","448.70","430.75","431.25","447.00","446.85","440.60","765.85","286.00",34435022,"15,171,901,108.55",296659
"09-Sep-2020","EQ","439.90","443.35","425.00","444.35","432.20","431.25","431.55","765.85","286.00",31660156,"13,662,996,939.65",275081
"08-Sep-2020","EQ","459.80","462.40","441.25","458.70","442.35","444.35","453.64","765.85","286.00",21052764,"9,550,391,100.80",202634
"07-Sep-2020","EQ","457.00","467.15","450.65","455.20","459.90","458.70","459.34","765.85","286.00",25967554,"11,927,855,165.10",238470
"04-Sep-2020","EQ","469.00","472.95","452.60","474.95","457.05","455.20","462.23","765.85","286.00",29405504,"13,592,089,433.95",260076
"03-Sep-2020","EQ","488.40","489.95","473.10","484.40","476.55","474.95","479.00","765.85","286.00",14046055,"6,728,114,346.00",169199
"02-Sep-2020","EQ","487.00","487.95","472.10","485.70","484.50","484.40","479.75","765.85","286.00",20750735,"9,955,162,082.60",243664
"01-Sep-2020","EQ","495.05","503.40","479.65","496.75","487.00","485.70","489.17","765.85","286.00",33276900,"16,277,906,050.70",266376
"31-Aug-2020","EQ","524.45","533.85","486.30","509.20","492.85","496.75","505.25","765.85","286.00",55830575,"28,208,196,382.30",382827
"28-Aug-2020","EQ","476.45","513.00","476.05","473.05","509.65","509.20","501.90","765.85","286.00",59180165,"29,702,397,019.25",460631
"27-Aug-2020","EQ","464.00","474.50","464.00","463.35","473.50","473.05","471.25","765.85","286.00",19544322,"9,210,170,692.30",218985
"26-Aug-2020","EQ","452.00","464.80","449.00","451.80","463.10","463.35","459.77","765.85","286.00",25914927,"11,914,977,052.05",206567
"25-Aug-2020","EQ","450.95","456.40","447.10","445.80","451.60","451.80","452.52","765.85","286.00",26273650,"11,889,263,788.85",196615
"24-Aug-2020","EQ","444.00","449.45","442.30","440.45","446.30","445.80","445.60","765.85","286.00",18197925,"8,109,041,723.35",146775
"21-Aug-2020","EQ","440.00","444.85","436.25","434.95","442.20","440.45","440.01","765.85","286.00",25088216,"11,039,110,461.35",144736
"20-Aug-2020","EQ","437.90","441.30","433.25","444.20","434.60","434.95","436.79","765.85","286.00",16689591,"7,289,883,696.70",210251
"19-Aug-2020","EQ","446.00","451.95","442.45","445.80","444.65","444.20","447.79","765.85","286.00",18133177,"8,119,892,876.85",135566
"18-Aug-2020","EQ","439.50","447.25","435.30","438.15","444.65","445.80","441.32","765.85","286.00",21768573,"9,606,999,178.05",193277
"17-Aug-2020","EQ","439.10","441.00","425.35","435.85","440.80","438.15","432.73","765.85","286.00",30198451,"13,067,861,571.05",226849
"14-Aug-2020","EQ","451.50","451.50","425.60","448.10","436.30","435.85","437.21","765.85","286.00",36726464,"16,057,299,564.00",251696
"13-Aug-2020","EQ","454.10","456.75","445.35","451.10","450.00","448.10","450.43","765.85","286.00",21885898,"9,858,147,484.20",176927
"12-Aug-2020","EQ","444.80","452.75","438.95","448.00","450.00","451.10","447.74","765.85","286.00",23184443,"10,380,629,913.40",209665
"11-Aug-2020","EQ","435.30","449.90","435.30","431.10","448.00","448.00","443.60","765.85","286.00",30469680,"13,516,501,106.60",257119
"10-Aug-2020","EQ","434.00","437.00","429.30","433.30","431.80","431.10","433.65","765.85","286.00",14888275,"6,456,281,968.90",131635
"07-Aug-2020","EQ","431.45","437.00","427.15","433.00","433.20","433.30","433.75","765.85","286.00",15570556,"6,753,782,143.05",132147
"06-Aug-2020","EQ","436.00","438.30","427.10","434.95","433.00","433.00","432.71","765.85","286.00",33465332,"14,480,835,605.90",271115
"05-Aug-2020","EQ","439.00","446.85","433.15","429.15","434.20","434.95","440.15","765.85","286.00",36936666,"16,257,772,752.60",301181
"04-Aug-2020","EQ","421.85","431.20","417.35","417.35","429.00","429.15","423.84","765.85","286.00",24748403,"10,489,411,276.45",208124
"03-Aug-2020","EQ","431.60","431.90","415.70","431.65","419.00","417.35","421.43","765.85","286.00",23824147,"10,040,313,527.60",238750
