"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"21-Sep-2020","EQ","315.90","324.50","309.95","316.50","311.05","311.90","318.72","324.50","159.40",22739047,"7,247,412,095.20",175149
"18-Sep-2020","EQ","314.00","319.00","312.25","311.70","317.25","316.50","316.34","319.00","159.40",18487980,"5,848,463,358.40",119793
"17-Sep-2020","EQ","307.25","316.70","307.20","312.15","310.90","311.70","313.43","316.70","159.40",26811653,"8,403,692,963.75",194513
"16-Sep-2020","EQ","307.00","313.50","304.05","307.35","312.50","312.15","308.55","313.50","159.40",14994220,"4,626,473,510.30",113140
"15-Sep-2020","EQ","307.20","311.25","302.75","307.20","306.60","307.35","307.58","311.25","159.40",28156339,"8,660,357,764.65",180867
"14-Sep-2020","EQ","293.25","308.55","293.15","293.30","306.10","307.20","302.29","308.55","159.40",38090115,"11,514,197,423.40",267168
"11-Sep-2020","EQ","282.50","298.45","282.50","284.55","292.55","293.30","293.81","298.45","159.40",41937351,"12,321,778,445.25",262985
"10-Sep-2020","EQ","286.65","286.85","281.10","282.85","285.05","284.55","283.85","290.80","159.40",9517932,"2,701,671,752.25",86780
"09-Sep-2020","EQ","279.80","289.45","278.50","282.55","283.65","282.85","284.29","290.80","159.40",22794437,"6,480,288,507.00",127922
"08-Sep-2020","EQ","282.20","286.95","278.50","278.75","282.25","282.55","284.00","290.80","159.40",22294866,"6,331,832,391.10",158606
"07-Sep-2020","EQ","276.50","279.50","271.50","276.00","278.70","278.75","275.84","290.80","159.40",8326285,"2,296,697,551.00",57352
"04-Sep-2020","EQ","278.70","279.50","275.10","282.85","276.70","276.00","277.09","290.80","159.40",10707714,"2,967,008,546.40",74821
"03-Sep-2020","EQ","275.50","287.85","274.50","273.70","283.40","282.85","282.52","290.80","159.40",24895166,"7,033,439,118.15",141438
"02-Sep-2020","EQ","272.90","276.50","271.20","271.60","274.20","273.70","273.57","290.80","159.40",8432055,"2,306,715,707.60",41460
"01-Sep-2020","EQ","271.00","279.40","269.00","271.30","272.15","271.60","274.28","290.80","159.40",12293054,"3,371,731,952.95",66887
"31-Aug-2020","EQ","274.00","282.00","268.00","272.05","268.85","271.30","276.04","290.80","159.40",20571550,"5,678,559,281.85",136133
"28-Aug-2020","EQ","274.70","275.00","271.30","272.35","272.60","272.05","273.12","290.80","159.40",7601545,"2,076,098,825.10",55310
"27-Aug-2020","EQ","273.00","275.20","271.50","272.05","272.90","272.35","273.32","290.80","159.40",6190218,"1,691,913,664.05",47419
"26-Aug-2020","EQ","269.95","274.70","268.00","269.95","272.00","272.05","272.48","290.80","159.40",9632864,"2,624,755,067.80",46084
"25-Aug-2020","EQ","274.35","274.70","269.35","272.70","269.90","269.95","271.05","290.80","159.40",7796364,"2,113,169,432.00",52227
"24-Aug-2020","EQ","273.50","274.45","271.90","273.35","272.70","272.70","272.93","290.80","159.40",6154814,"1,679,820,320.80",47404
"21-Aug-2020","EQ","278.95","278.95","272.70","274.20","273.50","273.35","275.06","290.80","159.40",7984131,"2,196,094,472.45",60101
"20-Aug-2020","EQ","279.00","279.00","273.20","279.75","274.50","274.20","275.11","290.80","159.40",9891770,"2,721,320,396.25",83634
"19-Aug-2020","EQ","285.50","285.95","279.25","282.70","280.40","279.75","282.61","290.80","159.40",9373235,"2,648,930,996.80",65870
"18-Aug-2020","EQ","284.75","287.40","281.70","281.95","283.00","282.70","284.12","290.80","159.40",12054273,"3,424,917,191.20",68456
"17-Aug-2020","EQ","278.60","286.40","277.65","276.50","283.50","281.95","282.20","290.80","159.40",14547013,"4,105,142,567.30",82884
"14-Aug-2020","EQ","278.50","280.75","275.90","277.00","277.00","276.50","278.38","290.80","159.40",6581719,"1,832,222,484.05",60014
"13-Aug-2020","EQ","277.90","281.85","274.80","276.20","276.90","277.00","277.80","290.80","159.40",9653956,"2,681,858,210.65",86238
"12-Aug-2020","EQ","280.40","280.70","274.55","279.65","276.05","276.20","276.31","290.80","159.40",8903667,"2,460,132,701.45",67135
"11-Aug-2020","EQ","279.00","284.65","278.30","277.40","279.95","279.65","280.98","290.80","159.40",10078908,"2,831,986,957.25",61954
"10-Aug-2020","EQ","280.00","281.20","276.60","277.40","277.15","277.40","278.85","290.80","159.40",6310815,"1,759,741,947.55",37813
"07-Aug-2020","EQ","281.05","281.85","276.40","279.65","277.95","277.40","278.08","290.80","159.40",7321209,"2,035,917,684.55",45015
"06-Aug-2020","EQ","280.70","284.25","277.75","278.20","279.85","279.65","280.83","290.80","159.40",10152605,"2,851,156,666.55",70679
"05-Aug-2020","EQ","281.25","284.45","277.40","281.05","278.10","278.20","280.41","290.80","159.40",7345555,"2,059,733,806.65",54824
"04-Aug-2020","EQ","281.55","283.35","278.25","281.55","281.20","281.05","280.21","290.80","159.40",8119584,"2,275,174,592.05",92967
"03-Aug-2020","EQ","283.00","284.80","279.50","280.95","281.40","281.55","281.62","290.80","159.40",8908831,"2,508,882,441.65",83686
"31-Jul-2020","EQ","289.60","290.80","278.60","284.10","280.15","280.95","283.33","290.80","159.40",16700905,"4,731,829,865.00",162988
"30-Jul-2020","EQ","280.10","286.80","280.10","277.00","283.90","284.10","284.40","286.80","159.40",25847766,"7,351,109,554.65",191462
"29-Jul-2020","EQ","273.80","278.00","272.35","275.45","276.80","277.00","276.30","281.60","159.40",10783679,"2,979,512,171.10",96688
"28-Jul-2020","EQ","269.30","276.75","269.30","268.85","274.30","275.45","273.67","281.60","159.40",14043918,"3,843,441,211.10",106736
"27-Jul-2020","EQ","270.55","273.20","267.15","270.55","268.25","268.85","270.34","281.60","159.40",13990387,"3,782,133,238.80",92377
"24-Jul-2020","EQ","267.00","271.80","265.55","266.60","270.05","270.55","268.73","281.60","159.40",22122258,"5,944,882,719.00",154707
"23-Jul-2020","EQ","268.30","268.45","262.55","266.00","267.00","266.60","265.47","281.60","159.40",10368338,"2,752,446,365.95",74102
"22-Jul-2020","EQ","272.45","272.85","263.65","271.35","265.60","266.00","266.42","281.60","159.40",12583854,"3,352,648,898.65",106209
"21-Jul-2020","EQ","278.50","281.60","269.40","270.80","270.95","271.35","275.78","281.60","159.40",32999595,"9,100,491,670.85",232870
"20-Jul-2020","EQ","261.35","273.55","259.00","261.35","272.95","270.80","265.08","276.15","159.40",21395182,"5,671,426,847.40",201055
"17-Jul-2020","EQ","258.60","263.85","257.00","261.90","261.65","261.35","260.31","276.15","159.40",18856512,"4,908,454,092.05",128305
"16-Jul-2020","EQ","262.50","268.45","255.05","262.75","261.25","261.90","261.77","276.15","159.40",52277954,"13,684,580,629.25",323654
"15-Jul-2020","EQ","236.00","268.70","235.00","225.00","263.00","262.75","257.53","276.15","159.40",130367693,"33,573,266,451.20",756365
"14-Jul-2020","EQ","228.40","231.70","224.10","227.60","225.30","225.00","227.66","276.15","159.40",13939467,"3,173,525,161.45",90444
"13-Jul-2020","EQ","223.95","229.00","222.55","222.10","227.80","227.60","226.74","276.15","159.40",12347310,"2,799,582,311.00",77983
"10-Jul-2020","EQ","221.00","223.45","219.50","221.60","222.00","222.10","221.68","276.15","159.40",4548779,"1,008,350,695.80",36953
"09-Jul-2020","EQ","224.25","224.60","219.65","223.10","221.90","221.60","221.30","276.15","159.40",6709048,"1,484,745,426.70",47571
"08-Jul-2020","EQ","226.65","227.70","222.50","224.90","223.75","223.10","224.96","276.15","159.40",7076184,"1,591,845,260.90",56906
"07-Jul-2020","EQ","223.20","228.40","222.00","222.65","224.20","224.90","225.49","276.15","159.40",9117569,"2,055,903,355.55",69201
"06-Jul-2020","EQ","225.90","227.25","221.60","224.80","223.00","222.65","224.10","276.15","159.40",7588014,"1,700,484,171.50",48036
"03-Jul-2020","EQ","224.20","228.50","222.65","224.20","224.50","224.80","225.63","285.60","159.40",5420863,"1,223,096,843.10",39671
"02-Jul-2020","EQ","221.00","225.45","219.55","219.05","223.65","224.20","223.95","285.60","159.40",7179975,"1,607,960,839.35",69076
"01-Jul-2020","EQ","221.00","222.40","218.35","219.65","218.90","219.05","219.69","285.60","159.40",3952617,"868,334,796.60",30349
"30-Jun-2020","EQ","219.60","221.95","218.00","219.70","219.70","219.65","220.06","285.60","159.40",5501193,"1,210,605,092.35",47416
"29-Jun-2020","EQ","222.05","225.90","218.70","225.45","219.20","219.70","221.82","285.60","159.40",6687961,"1,483,520,953.10",52424
"26-Jun-2020","EQ","219.30","230.00","218.30","218.20","225.35","225.45","226.27","288.00","159.40",19194612,"4,343,131,086.15",123724
"25-Jun-2020","EQ","216.95","222.00","215.30","218.20","217.75","218.20","219.18","288.00","159.40",5096856,"1,117,147,298.80",50544
"24-Jun-2020","EQ","224.00","224.00","217.55","220.60","218.60","218.20","219.54","288.00","159.40",8246086,"1,810,377,891.30",54655
"23-Jun-2020","EQ","215.00","222.30","213.00","218.05","220.20","220.60","219.10","288.00","159.40",7425152,"1,626,821,732.30",57371
"22-Jun-2020","EQ","221.15","221.75","216.80","222.05","218.20","218.05","218.21","288.00","159.40",6481204,"1,414,264,914.90",46237
"19-Jun-2020","EQ","218.00","224.10","215.00","218.15","222.90","222.05","219.42","300.75","159.40",11223711,"2,462,761,015.95",63633
"18-Jun-2020","EQ","216.80","219.30","214.65","217.80","218.30","218.15","217.51","300.75","159.40",6204216,"1,349,453,473.10",63152
"17-Jun-2020","EQ","212.00","218.75","211.05","212.40","217.60","217.80","216.87","300.75","159.40",13969454,"3,029,546,133.70",80014
"16-Jun-2020","EQ","217.45","217.90","209.60","213.80","211.90","212.40","213.89","300.75","159.40",7960887,"1,702,751,724.85",60317
"15-Jun-2020","EQ","211.95","217.90","208.15","207.90","213.30","213.80","213.18","300.75","159.40",14256050,"3,039,167,942.35",82008
"12-Jun-2020","EQ","208.00","209.50","206.30","212.90","208.10","207.90","207.96","301.60","159.40",6209370,"1,291,303,999.15",56578
"11-Jun-2020","EQ","217.00","217.65","212.35","217.00","213.05","212.90","215.50","301.60","159.40",6248955,"1,346,648,649.50",58639
"10-Jun-2020","EQ","220.00","221.05","215.60","218.35","216.40","217.00","217.98","301.60","159.40",7394276,"1,611,771,352.05",62139
"09-Jun-2020","EQ","224.10","226.30","217.15","226.45","218.10","218.35","222.64","301.60","159.40",7845381,"1,746,679,122.25",66958
"08-Jun-2020","EQ","219.00","227.30","215.85","218.75","225.50","226.45","222.96","301.60","159.40",12213696,"2,723,206,065.55",107881
"05-Jun-2020","EQ","220.00","220.25","215.00","216.25","218.80","218.75","217.89","301.60","159.40",7245834,"1,578,777,565.45",65850
"04-Jun-2020","EQ","211.35","219.95","210.15","211.35","219.60","216.25","213.84","301.60","159.40",7397708,"1,581,944,981.70",63620
"03-Jun-2020","EQ","216.10","217.45","210.55","215.85","212.10","211.35","212.60","301.60","159.40",8422156,"1,790,570,348.30",77553
"02-Jun-2020","EQ","215.10","218.55","210.95","215.05","216.45","215.85","215.74","301.60","159.40",6407279,"1,382,294,913.65",60225
"01-Jun-2020","EQ","215.50","221.00","213.40","212.80","214.80","215.05","217.29","301.60","159.40",13374769,"2,906,226,343.45",107515
"29-May-2020","EQ","199.35","214.90","196.15","199.35","211.90","212.80","208.47","301.60","159.40",30630218,"6,385,618,888.80",205122
"28-May-2020","EQ","203.50","203.50","196.05","201.25","199.40","199.35","198.81","301.60","159.40",12347801,"2,454,887,720.20",101956
"27-May-2020","EQ","189.60","205.50","187.70","188.80","201.80","201.25","195.53","301.60","159.40",18083494,"3,535,790,761.10",106522
"26-May-2020","EQ","189.00","193.20","185.70","189.00","189.60","188.80","190.05","301.60","159.40",5911144,"1,123,421,413.65",63196
"22-May-2020","EQ","189.05","190.85","186.45","189.10","189.50","189.00","188.73","301.60","159.40",4588831,"866,035,350.60",35230
"21-May-2020","EQ","183.40","191.70","183.40","184.95","189.05","189.10","188.70","301.60","159.40",7129397,"1,345,314,993.45",52137
"20-May-2020","EQ","185.00","185.90","182.20","184.40","185.00","184.95","184.14","301.60","159.40",7707953,"1,419,320,421.50",58552
"19-May-2020","EQ","182.25","186.00","178.00","182.20","184.80","184.40","183.01","301.60","159.40",5743344,"1,051,111,542.25",59514
"18-May-2020","EQ","182.05","185.00","179.60","183.80","182.25","182.20","182.35","301.60","159.40",7227687,"1,317,989,565.75",52137
