"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"21-Sep-2020","EQ","193.05","193.50","184.25","192.60","185.40","185.80","188.77","351.00","149.45",57614739,"10,876,016,397.25",311832
"18-Sep-2020","EQ","196.00","197.20","189.70","195.45","192.95","192.60","193.79","351.00","149.45",55286449,"10,713,912,925.60",263886
"17-Sep-2020","EQ","197.00","198.00","195.00","198.20","195.70","195.45","196.19","351.00","149.45",41226058,"8,087,951,751.50",297990
"16-Sep-2020","EQ","199.85","200.05","196.25","200.15","198.00","198.20","198.06","351.00","149.45",52407160,"10,379,768,431.40",348569
"15-Sep-2020","EQ","199.90","201.00","197.10","198.50","199.80","200.15","199.05","351.00","149.45",51762796,"10,303,432,695.25",193091
"14-Sep-2020","EQ","205.90","206.20","197.35","202.70","198.20","198.50","201.65","351.00","149.45",63606706,"12,826,483,294.95",299382
"11-Sep-2020","EQ","198.55","203.85","197.00","198.15","203.70","202.70","199.89","351.00","149.45",48488142,"9,692,316,825.55",233409
"10-Sep-2020","EQ","197.70","201.45","195.20","194.85","198.55","198.15","198.48","351.00","149.45",67790247,"13,455,257,099.10",305442
"09-Sep-2020","EQ","201.10","201.40","192.50","204.05","195.70","194.85","195.68","351.00","149.45",72716962,"14,229,000,658.70",414595
"08-Sep-2020","EQ","207.90","208.50","202.90","207.90","203.25","204.05","206.55","351.00","149.45",34147081,"7,052,942,372.80",168151
"07-Sep-2020","EQ","207.50","209.65","205.40","206.60","208.25","207.90","207.62","351.00","149.45",35687677,"7,409,441,527.05",185712
"04-Sep-2020","EQ","210.00","212.30","205.90","213.15","207.50","206.60","208.61","351.00","149.45",54435819,"11,356,011,017.70",261047
"03-Sep-2020","EQ","217.50","218.25","212.30","216.25","213.30","213.15","214.54","351.00","149.45",38595597,"8,280,306,623.65",195109
"02-Sep-2020","EQ","218.25","219.00","212.30","218.10","216.30","216.25","214.67","351.00","149.45",47608719,"10,220,044,448.35",224862
"01-Sep-2020","EQ","213.10","218.90","211.20","212.00","218.70","218.10","215.58","351.00","149.45",75048317,"16,179,224,434.75",330635
"31-Aug-2020","EQ","231.55","231.55","210.35","224.85","211.90","212.00","219.31","351.00","149.45",119990567,"26,315,515,801.70",562903
"28-Aug-2020","EQ","217.00","225.90","216.80","215.65","225.40","224.85","222.03","351.00","149.45",95983850,"21,311,622,777.95",420611
