"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"21-Sep-2020","EQ","396.00","399.20","371.00","395.50","371.55","373.40","384.69","506.00","250.85",14138761,"5,439,017,318.25",145719
"18-Sep-2020","EQ","402.10","405.65","393.40","398.70","396.60","395.50","399.44","506.00","250.85",16842244,"6,727,461,108.35",121300
"17-Sep-2020","EQ","401.95","407.50","393.20","404.60","400.00","398.70","398.77","506.00","250.85",14808022,"5,904,984,176.40",131100
"16-Sep-2020","EQ","406.45","410.00","402.70","405.25","404.30","404.60","405.89","506.00","250.85",9987412,"4,053,785,909.50",89850
"15-Sep-2020","EQ","407.00","410.55","403.55","404.65","405.35","405.25","406.81","506.00","250.85",9132749,"3,715,307,789.80",86138
"14-Sep-2020","EQ","410.00","414.10","402.15","407.50","402.95","404.65","407.98","506.00","250.85",12331121,"5,030,802,282.35",144469
"11-Sep-2020","EQ","408.75","412.65","402.50","408.00","406.25","407.50","407.09","506.00","250.85",13687127,"5,571,840,267.25",139514
"10-Sep-2020","EQ","424.00","425.90","401.10","417.40","407.95","408.00","411.82","506.00","250.85",22920783,"9,439,278,033.35",189921
"09-Sep-2020","EQ","398.80","420.15","386.50","405.10","419.55","417.40","405.44","506.00","250.85",31999875,"12,974,163,761.50",238419
"08-Sep-2020","EQ","425.75","425.75","402.60","422.50","404.00","405.10","414.31","506.00","250.85",11637370,"4,821,525,228.95",123082
"07-Sep-2020","EQ","423.70","428.40","418.45","421.30","421.50","422.50","423.05","506.00","250.85",9628406,"4,073,304,677.05",80818
"04-Sep-2020","EQ","428.10","433.95","419.00","438.10","421.90","421.30","428.07","506.00","250.85",10530674,"4,507,857,768.50",102510
"03-Sep-2020","EQ","442.50","443.65","435.90","438.65","438.15","438.10","439.11","506.00","250.85",10214289,"4,485,216,473.25",101286
"02-Sep-2020","EQ","430.05","441.70","427.10","428.65","439.90","438.65","433.48","506.00","250.85",11739341,"5,088,795,789.75",104223
"01-Sep-2020","EQ","413.90","432.70","411.95","413.00","432.65","428.65","421.79","506.00","250.85",14072848,"5,935,761,477.10",107764
"31-Aug-2020","EQ","426.50","430.15","410.00","424.20","411.00","413.00","419.91","506.00","250.85",15746139,"6,612,000,623.50",123587
"28-Aug-2020","EQ","429.65","438.00","423.05","426.85","423.90","424.20","430.42","506.00","250.85",15212017,"6,547,488,887.00",139003
"27-Aug-2020","EQ","425.50","430.20","423.00","425.00","427.50","426.85","425.97","506.00","250.85",9549716,"4,067,892,911.10",93181
"26-Aug-2020","EQ","425.00","427.75","422.20","424.00","425.50","425.00","424.84","506.00","250.85",7957164,"3,380,481,990.05",68604
"25-Aug-2020","EQ","432.00","432.65","421.45","429.50","423.95","424.00","425.67","506.00","250.85",10554484,"4,492,716,617.80",119137
"24-Aug-2020","EQ","433.60","437.75","428.10","428.85","429.55","429.50","431.93","506.00","250.85",9093889,"3,927,951,174.60",82038
"21-Aug-2020","EQ","435.75","442.00","426.55","432.60","428.30","428.85","435.72","506.00","250.85",13482327,"5,874,527,926.45",121943
"20-Aug-2020","EQ","425.00","438.30","423.05","431.70","432.20","432.60","432.43","506.00","250.85",15846609,"6,852,510,971.10",141367
"19-Aug-2020","EQ","434.50","435.55","428.85","434.50","433.00","431.70","431.61","506.00","250.85",11843731,"5,111,884,629.95",98176
"18-Aug-2020","EQ","421.65","436.80","419.70","425.05","432.50","434.50","429.05","506.00","250.85",17342261,"7,440,728,990.95",146163
"17-Aug-2020","EQ","418.00","429.15","414.25","418.50","424.50","425.05","423.65","506.00","250.85",18145953,"7,687,593,644.90",141923
"14-Aug-2020","EQ","410.00","430.95","409.10","413.10","417.90","418.50","420.41","506.00","250.85",47742372,"20,071,593,283.55",315846
"13-Aug-2020","EQ","418.20","421.70","408.85","414.50","414.50","413.10","413.82","506.00","250.85",12422203,"5,140,574,042.65",99676
"12-Aug-2020","EQ","413.70","417.35","407.55","416.45","415.10","414.50","412.88","506.00","250.85",11574692,"4,778,924,976.30",104644
"11-Aug-2020","EQ","413.10","427.60","412.50","410.20","417.50","416.45","421.21","506.00","250.85",25885192,"10,903,230,075.60",196871
"10-Aug-2020","EQ","405.75","411.55","399.60","404.05","409.80","410.20","406.00","506.00","250.85",12018305,"4,879,476,229.60",110503
"07-Aug-2020","EQ","395.90","406.70","393.10","400.45","403.05","404.05","402.46","506.00","250.85",15176343,"6,107,813,365.35",139632
"06-Aug-2020","EQ","389.75","402.80","385.50","395.80","400.50","400.45","393.82","506.00","250.85",22123358,"8,712,704,876.55",196968
"05-Aug-2020","EQ","373.05","397.90","373.05","372.25","397.20","395.80","388.36","506.00","250.85",30559760,"11,868,096,905.00",259897
"04-Aug-2020","EQ","374.50","378.00","367.65","373.50","372.00","372.25","371.72","506.00","250.85",11184430,"4,157,495,585.00",111097
"03-Aug-2020","EQ","364.75","376.85","362.05","366.30","371.95","373.50","371.80","506.00","250.85",11137571,"4,140,904,825.70",103111
"31-Jul-2020","EQ","365.60","370.40","360.40","366.60","368.10","366.30","365.48","506.00","250.85",9024955,"3,298,435,294.60",76352
"30-Jul-2020","EQ","377.00","377.80","364.10","373.75","366.50","366.60","369.83","506.00","250.85",10399075,"3,845,889,062.05",113496
"29-Jul-2020","EQ","359.00","378.45","356.15","358.50","372.85","373.75","371.28","506.00","250.85",30116131,"11,181,538,255.90",262703
"28-Jul-2020","EQ","353.60","360.00","352.75","352.85","357.90","358.50","356.76","506.00","250.85",10640327,"3,796,022,209.05",94982
"27-Jul-2020","EQ","351.00","353.90","344.25","346.10","352.45","352.85","350.47","506.00","250.85",11835628,"4,148,070,334.15",107594
"24-Jul-2020","EQ","347.00","349.80","342.55","351.90","346.50","346.10","345.93","506.00","250.85",8918940,"3,085,360,337.80",73901
"23-Jul-2020","EQ","350.10","356.40","347.65","350.05","351.75","351.90","351.99","506.00","250.85",9625277,"3,388,015,870.15",81763
"22-Jul-2020","EQ","360.50","362.90","346.60","359.15","350.20","350.05","356.04","506.00","250.85",17844237,"6,353,235,528.45",157442
"21-Jul-2020","EQ","356.00","360.60","349.50","352.40","359.70","359.15","354.43","506.00","250.85",11368275,"4,029,261,812.75",114527
"20-Jul-2020","EQ","351.10","354.70","346.60","350.95","352.40","352.40","350.49","506.00","250.85",9532817,"3,341,136,548.65",96655
"17-Jul-2020","EQ","346.00","356.80","345.15","341.65","350.85","350.95","353.03","506.00","250.85",24416975,"8,619,826,518.35",208229
"16-Jul-2020","EQ","338.00","346.50","331.55","339.30","340.65","341.65","338.37","506.00","250.85",10586106,"3,582,011,512.40",102372
"15-Jul-2020","EQ","340.65","346.50","338.00","336.65","338.45","339.30","343.02","506.00","250.85",9687663,"3,323,081,321.15",85616
"14-Jul-2020","EQ","339.00","339.00","332.60","342.10","336.05","336.65","335.89","506.00","250.85",8307089,"2,790,272,023.65",78148
